,text,time,labels
84,【】近日，网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”，引发热议。12月9日，回应称：“我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！” 随后其在 【】近日，网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”，引发热议。12月9日，回应称：“我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！” 随后其在评论区表示，做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业，你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的。看了我的言论伤心了的，我向您们道歉。,2023-12-09 13:58,0
89,虽扎心但正确 ,2023-12-09 13:58,0
92,服务业怎么了，自己有职业歧视，把锅扣给别人。 ,2023-12-09 13:58,0
94,都让你懂完了 ,2023-12-09 13:57,0
96,哪一行不是服务行业啊 想知道,2023-12-09 13:57,0
101,【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！ 【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！此后，他又在评论区表示， 做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的，看了我的言论伤心了的，我向您们道歉。,2023-12-09 13:57,0
104,【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！ 【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！此后，他又在评论区表示， 做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的，看了我的言论伤心了的，我向您们道歉。,2023-12-09 13:57,0
105,哪一行本质不是服务业 ,2023-12-09 13:57,0
106,别狗急跳墙了 服务业其实是第三产业的总称你们知道吗。。。。别看见服务业就光想着服务员 其实老师 销售 代理 甚至投资人都是服务业你们知道吗。。。。。这世界上的绝大部分人都在从事服务业你们知道吗。。。就这些都不知道的还想让别人好言相劝 还想成为多么厉害的千万富豪 别狗急跳墙了 服务业其实是第三产业的总称你们知道吗。。。。别看见服务业就光想着服务员 其实老师 销售 代理 甚至投资人都是服务业你们知道吗。。。。。这世界上的绝大部分人都在从事服务业你们知道吗。。。就这些都不知道的还想让别人好言相劝 还想成为多么厉害的千万富豪。。。。别幻想了,2023-12-09 13:57,0
111,任何专业归根结底都是服务业 ,2023-12-09 13:56,0
113,服务是个大框，不光文理，其实各行各业都可以套，政府也说自己是服务型政府，党更别提了，突出一个为人民服务，私企顾客都是上帝，唯一一个对自己是服务业有很大抵触的，我个人感觉是医院，他们是绝不肯认为自己是服务业的 ,2023-12-09 13:56,0
114,科普一下全世界老虎的种类与区别 ,2023-12-09 13:56,0
116,平庸的工作者都是服务业吧，我承认我不是科学家,2023-12-09 13:56,0
118,没关系 文科理科家里没底全是当牛马,2023-12-09 13:56,0
121,文科为什么都是服务业啊在说什么啊 ,2023-12-09 13:56,0
123,没说错呀，这有什么好杠的，看来年底的压力确实是太大了 ,2023-12-09 13:56,0
124,来来来，再听张老师说两句！,2023-12-09 13:56,0
127,我的十宗罪之前三第一宗：云南文科第二宗：汉族考生第三宗：本科双非 ,2023-12-09 13:56,0
129,张雪峰大学生学业规划与职业指导讲座，关于重点行业，紧缺人才，专业目录，全是干货！！！,2023-12-09 13:56,0
130,服务业只是文科的一种吧,2023-12-09 13:56,0
133,想‮职辞‬但目前‮他其‬行业‮不也‬是很景气，在‮前目‬公司‮很又‬痛苦和煎熬，想‮看看‬何时辞‮比职‬较好？另‮想外‬看看自‮的己‬正缘‮么什‬时候‮出能‬现？ ,2023-12-09 13:55,0
134,太好笑了大哥少打点错别字再来踩文科吧,2023-12-09 13:55,0
138,第一我不喜欢张雪峰 因为他老是嘴欠爱博热度第二文科确实出路很少 很多专业就业变相就是服务业 以上来自被张雪峰看不上的某211的炒面炒河粉英译汉专业的一则感触,2023-12-09 13:55,0
140,推荐此人就任北大文科副校长 ,2023-12-09 13:55,0
143,怎么说呢 其实所有行业都是服务业（？个人理解） 只是服务对对象不同罢了 ,2023-12-09 13:55,0
147,不错了，理工科都是牛马业 ,2023-12-09 13:55,0
148,都是服务业,2023-12-09 13:54,0
149,要相信，我们终会遇见一个人，让我们明白，之前所有的相遇和离别，所有的不易和心酸，都是为了遇见这个对的人……(摄影贺照滨) ,2023-12-09 13:54,0
152,本医学行业 也是服务业 ,2023-12-09 13:54,0
160,【】近日，网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”，引发热议。12月9日，回应称：“我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！” 随后其在 【】近日，网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”，引发热议。12月9日，回应称：“我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！” 随后其在评论区表示，做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业，你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的。看了我的言论伤心了的，我向您们道歉。,2023-12-09 13:54,0
162,文科专业没惹你们任何一个人、、、张雪峰  文科 文科生 服务业 道歉 回应 ,2023-12-09 13:54,0
164,不对吗 大家不都一样是服务行业吗？科科皆服务罢了 再加上 理科 二字齐活了 ,2023-12-09 13:54,0
166,是这样的 服务老板 服务上级 写这个写那个 可不就是一服务员么 ,2023-12-09 13:54,0
167,文科生的就业方向很广，并不是只在服务业，而且未来对综合型人才会越来越强烈，专业并不能限制更多就业。,2023-12-09 13:54,0
168,服务业不仅等于服务员，回去把高中三个产业分别是什么读十遍,2023-12-09 13:54,0
169,实话罢了 反正我是很后悔学文 ,2023-12-09 13:54,0
171,张雪峰说文科都是服务业，看他是站在哪个角度说的，文科不管什么专业都是为人民服务的，作家、编剧、记者、外交、法律业、新闻业……哪一个职业不是为人民服务。理科相对文科来说，技术性、创造性强一点，但最终也是为人民、为社会服务，从这个角度讲，理科也是服务业。一个 张雪峰说文科都是服务业，看他是站在哪个角度说的，文科不管什么专业都是为人民服务的，作家、编剧、记者、外交、法律业、新闻业……哪一个职业不是为人民服务。理科相对文科来说，技术性、创造性强一点，但最终也是为人民、为社会服务，从这个角度讲，理科也是服务业。一个国家，文理兼容，才能更好发展，找对方向，才更好 更快 的实现中华民族伟大复兴的重任！,2023-12-09 13:53,0
172,还可以呀，没说错呀，确实不太好找出路，我文科不是考研就是考公的，确实没啥别的出路 ,2023-12-09 13:53,0
173,大多数人谈到文理科第一时间想到的就是理科好就业吧…事实上纯理工科学校就算不是985 211也是很抢手的 ,2023-12-09 13:53,0
174,事实总是残酷的，良药苦口,2023-12-09 13:53,0
175,我理科生也是服务行业啊农村里都说：文科生以后当官的那不更是人民的公仆吗？除非你当贪官！,2023-12-09 13:53,0
177,天啊我的天啊在说什么啊文科都是服务业？难道理科不是吗？不都是吗为什么非要说文科文科和理科只是服务的对象不同吧天啊我的天啊在说什么啊文科都是服务业？难道理科不是吗？不都是吗为什么非要说文科文科和理科只是服务的对象不同吧,2023-12-09 13:53,0
181,额嗯……………,2023-12-09 13:53,0
182,为人民服务怎么不算服务业 ,2023-12-09 13:53,0
183,话糙理不糙,2023-12-09 13:53,0
184,本文科生觉得没错但是文理科都一样 ,2023-12-09 13:53,0
186,什么牛马也敢来蹭文科,2023-12-09 13:53,0
188,理科就是比文科好就业。 ,2023-12-09 13:53,0
189,又没大说错。。别道歉了。。不做服务业的文科生骂我之后给我安排份工作吧 ,2023-12-09 13:53,0
190,文理科都是服务大众的,2023-12-09 13:53,0
194,话糙理不糙 ,2023-12-09 13:53,0
197,没说错啊虽然真的不好听但是确实没错，百无一用是书生（我骂我自己） ,2023-12-09 13:52,0
199,其实文理科应该被同等对待 ,2023-12-09 13:52,0
204,面对人的工作都是服务行业 说白了 就是服务的对象不一样而已,2023-12-09 13:52,0
205,要求人家说实话，人家实话实说你还不爱听了说的没错的道啥歉，有些网友别没事找事,2023-12-09 13:52,0
206,文科服务业，工科牛马,2023-12-09 13:52,0
211,一产二产三产，三产就是服务业。大部分的人都是从事服务业的，文教科卫餐饮住宿旅游娱乐等等都是。 ,2023-12-09 13:52,0
213,文科专业在目前的就业环境下相当不友好，要么你考公，要么，没有要么，等待失业吧。 ,2023-12-09 13:52,0
216,笑死，服务业还分文理科？差不多得了 ,2023-12-09 13:51,0
219,我就是学文科的  文科招你惹你了 都是服务大众,2023-12-09 13:51,0
220,就是服务业啊 当官的那些不都是为人民服务吗 某种意义上确实就是服务业啊 ,2023-12-09 13:51,0
221,就是喜欢文科,2023-12-09 13:51,0
222,第一产业是农业第二产业是工业第三产业是服务业没毛病呀，文科生是能种地啊还是能像理科生一样在工业里做牛马呀，都不能的话不就是服务业吗,2023-12-09 13:51,0
225,你就说哪行不是服务业吧学理还不是给人端盘子,2023-12-09 13:51,0
226,张老师，危险！ ,2023-12-09 13:51,0
227,读不读书和做仕么工作没有太大关系，除了有专业要求除外 ,2023-12-09 13:51,0
228,【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！ 【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！此后，他又在评论区表示， 做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的，看了我的言论伤心了的，我向您们道歉。,2023-12-09 13:51,0
231,我打字也和他。。。。。一模一样。。。。。喜欢发。。。。。 ,2023-12-09 13:51,0
233,你们去查查服务业是指什么就知道人家没说错了,2023-12-09 13:51,0
234,文科之难在于文科无定则，无真理，教不了，学不会，主要靠自我天赋觉醒。从这个角度来说，上大学文科对个人没太大帮助。比如说：MBA从来没有教出过企业家。 ,2023-12-09 13:51,0
235,【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！ 【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！此后，他又在评论区表示， 做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的，看了我的言论伤心了的，我向您们道歉。,2023-12-09 13:50,0
241,他有什么错 他只不过让老百姓擦亮了眼睛 有些专业配招到那么多人吗 一直打信息差！！ ,2023-12-09 13:50,0
243,不止文科，理科也是，都是服务大众 ,2023-12-09 13:50,0
244,八字食神旺就能变伤官，所以容易粗心 ,2023-12-09 13:50,0
246,说实话就会被骂，现在就是这样的 ,2023-12-09 13:50,0
247,那年2018，张雪峰意气风发，站在讲台上大喊：“你难道就想让别人看不起你吗”，如今2023，他也妥协了…… ,2023-12-09 13:50,0
249,理工科都是牛马,2023-12-09 13:50,0
250,这……但我是理科生 ,2023-12-09 13:50,0
251,说的有啥错，能找到服务对象都被人羡慕，有的毕业了都不知道该服务谁,2023-12-09 13:50,0
253,我感觉不管哪个学科都是服务业！为老百姓服务嘛，虽然我们都是老百姓！不过张雪峰的一些指导对于普通家庭还是有效地！ ,2023-12-09 13:50,0
255,哪怕傻子都能听出来侮辱服务业的是张雪峰本人 ,2023-12-09 13:50,0
260,虽然我是理科生，但是很不喜欢这个言论,2023-12-09 13:49,0
261,杀透，有印生的八字，读书很用心，每天读书很晚才睡觉。而且杀透，也主压力大，一上考场就怕，所以老是不能正常发挥成绩。 ,2023-12-09 13:49,0
266,这个不认同，那些跪拜美日的畸形生物才是舔。我们爱国人民不会跪拜谁，我们只是拥护真正的爱国英雄。 ,2023-12-09 13:49,0
269,为人民服务就是工资有点低 ,2023-12-09 13:49,0
273,工作不就是服务吗 服务的对象不同罢了 ,2023-12-09 13:49,0
274,也没说错啦，乙方的另一种说法罢了 ,2023-12-09 13:49,0
277,在社会上摸爬滚打时间越长的，越能体会张老师这个话说得有多对。这个服务业是广义的，泛指带有这样性质的工作。从今年开始关注张老师，几乎每次直播都会听一听，发现特别有必要。家有八年级的孩子，我觉得所有孩子快上高中的，已经在高中的都去好好了解一下将来专业怎么选， 在社会上摸爬滚打时间越长的，越能体会张老师这个话说得有多对。这个服务业是广义的，泛指带有这样性质的工作。从今年开始关注张老师，几乎每次直播都会听一听，发现特别有必要。家有八年级的孩子，我觉得所有孩子快上高中的，已经在高中的都去好好了解一下将来专业怎么选，孩子适合做什么，非常的有必要,2023-12-09 13:48,0
282,你笑啊你怎么不笑了 ,2023-12-09 13:48,0
283,也没说错我就是文科,2023-12-09 13:48,0
288,八字食神伤官者也有一个毛病，就是容易粗心，这个孩子很粗心，但是重要的考试他也很当心，所以每到重要的考试他的成绩都较好，平时的作业老出错！所以一般是有伤官食神者，理科成绩好，因为学理科靠的是理解能力，伤官食神人的理解能力强，没有恒心去读文科的死知识，一般遇 八字食神伤官者也有一个毛病，就是容易粗心，这个孩子很粗心，但是重要的考试他也很当心，所以每到重要的考试他的成绩都较好，平时的作业老出错！所以一般是有伤官食神者，理科成绩好，因为学理科靠的是理解能力，伤官食神人的理解能力强，没有恒心去读文科的死知识，一般遇到这些八字，基本就可以直接断是读理科，而且文理偏科！,2023-12-09 13:48,0
293,没说错 除非你是公主,2023-12-09 13:47,0
304,也没说错啦，乙方的另一种说法罢了 ,2023-12-09 13:46,0
307,八字中带食神伤官者，一般来说，智力好，学得轻松。 ,2023-12-09 13:46,0
308,打工不就服务吗当老板也得去服务大老板啊,2023-12-09 13:46,0
310,伤官食神：伤食乃我泄之秀气，主人的气质，即精气神，亦主文学艺术才华，应列为第二文星。如果四柱中伤食得令或为命局的喜用神，其人聪慧，头脑灵活，理解能力，思维能力较强，想象力丰富，富有创造性。只要四柱组合得当，此人多有登科及第之喜，经验证明，许多研究生、科学 伤官食神：伤食乃我泄之秀气，主人的气质，即精气神，亦主文学艺术才华，应列为第二文星。如果四柱中伤食得令或为命局的喜用神，其人聪慧，头脑灵活，理解能力，思维能力较强，想象力丰富，富有创造性。只要四柱组合得当，此人多有登科及第之喜，经验证明，许多研究生、科学家、文人大都属于此类型。,2023-12-09 13:46,0
311,985和普通大学的差距到底有多大？张雪峰“舌战群儒”↓↓,2023-12-09 13:46,0
313,文科:服务业理科:农民工当然各种二代不包括在内,2023-12-09 13:45,0
314,只能说谨慎选文科 可替代性太强 ,2023-12-09 13:45,0
315,八字四柱中官杀旺，有印星化杀生身时，利考学，这是一种变压力为动力(因官杀主压力)，化干戈为玉帛的有利组合。这种人往往学习或考试时压力大，但能刻苦用功而取胜。 ,2023-12-09 13:45,0
317,学理科也一样 ,2023-12-09 13:45,0
319,考公考编文科都有一定的优势吧，这些不都是服务业吗？还是说大家考公考编都不是为了服务人民的？,2023-12-09 13:45,0
320,你真的别他爹的推汉语言文学了，汉语言在湖南考教师就跟狗屎一样，人家鸟都不鸟你。你看出生率这么低，这破专业有什么推的必要，别扯能考公，它卷到跟三不限有什么区别。 ,2023-12-09 13:44,0
321,一般以官杀星看名次，印星看成绩。 ,2023-12-09 13:44,0
322,现在什么行业不是服务业啊？？？都是打工的，谁还能高贵一档一键直达老板？？？？？？ ,2023-12-09 13:44,0
323,印星或食伤看文凭，印星代表文科，食伤代表理科； ,2023-12-09 13:44,0
326,每次在张雪峰关于文科专业的讨论话题里都有一些高贵理工人，真当自己高人一等,2023-12-09 13:44,0
330,确实是这样的啊大家对服务业有什么刻板印象么不会大家的水平只停留在服务业是服务员吧也不光文科 社会上7成的人从事的都是服务业吧只不过文科概率更大一些 ,2023-12-09 13:44,0
332,命局中印星为用神，但被合、被克，或生日主有阻隔，说明命主学业上有阻隔，必会因社会、家庭、疾病等原因耽搁学业，在这种情况下，如果中年时期行印运，往往有机遇再进修，此文凭往往是进修之类的文凭。 ,2023-12-09 13:43,0
337,不论命局何为用神，在读书期间行喜用神运，大都学业较好 ,2023-12-09 13:43,0
338,虽然难听 但是确实是这样的 不管是啥专业 都是服务行业😅 以前做前台我是服务员 现在接管工厂了 也算是一个小老板了 还是要微笑面对客户服务客户 所以说 干啥其实都是服务行业 就是甲方不一样罢了,2023-12-09 13:43,0
341,现在什么科不是服务业了 ,2023-12-09 13:43,0
345,学理科也一样啊 ,2023-12-09 13:43,0
346,文科真的不行 除非没办法 绝对不要学文科 ,2023-12-09 13:43,0
347,个人感觉说的也没啥错。。希望我儿子将来学理科。,2023-12-09 13:43,0
351,真实天天给人道歉 ,2023-12-09 13:42,0
355,嗯是的 ,2023-12-09 13:42,0
357,学理科出来也是服务业当老师以后也是当牛做马 ,2023-12-09 13:42,0
358,没说错 。。。工科也是服务业。。。打工的都是服务的。。。 ,2023-12-09 13:42,0
361,学理科出来也是服务业当老师以后也是当牛做马 ,2023-12-09 13:42,0
366,所以理科是啥，忙着指挥文科生？？？？ ,2023-12-09 13:41,0
369,【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！ 【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！此后，他又在评论区表示， 做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的，看了我的言论伤心了的，我向您们道歉。,2023-12-09 13:40,0
371,这说的就是事实呀我们文科毕业出来也都是这么调侃自己的 ,2023-12-09 13:40,0
373,“为人民服务”本来是自豪的，现在被认为“服务”=“低人一等”。,2023-12-09 13:40,0
377,完全正确,2023-12-09 13:39,0
381,文科能从事制造业吗？ ,2023-12-09 13:39,0
382,什么科都可以做服务业 并且服务业也很重要啊！没有服务业我们去饭店怎么吃饭？这不仅不尊重服务业也不尊重文科生啊！这么搞怪的道歉就完事了？,2023-12-09 13:39,0
383,完全正确,2023-12-09 13:39,0
384,文科误国尤其是作家协会 有养着的必要吗 ,2023-12-09 13:39,0
387,文科都是服务，理科都是牛马。有毛病吗？没毛病像姆们学了财务的理科生，就又服务又牛马 ,2023-12-09 13:39,0
388,很烦一些人说什么，没有啊什么的，有些人就是看到了会难过啊，你不难过不代表别人不难过，你回答个什么劲特烦这种慷他人之慨的人,2023-12-09 13:39,0
390,也没说错啦 乙方的另一个表达,2023-12-09 13:39,0
391,其实也没说错什么 大家都是孔乙己 ,2023-12-09 13:39,0
393,谁说不是呢以后出来洗盘子端菜了，烦死了,2023-12-09 13:39,0
398,实话真相最伤人,2023-12-09 13:38,0
399,也没说错啦 乙方的另一个表达,2023-12-09 13:38,0
400,【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！ 【：没觉得这有什么所谓的不好，向看了言论伤心的道歉】近日，“张雪峰称文科都是服务业”一话题引发网友热议。网红考研名师张雪峰称：所有文科都叫服务业，总结起来就是“舔”。12月9日，发文回应称： 我是不是又说错话了，对不起，对不起，我给大家笑一个！我在干嘛，我也在舔。可是我没觉得这有什么所谓的不好啊！！！此后，他又在评论区表示， 做服务业没有不好，可是有的人心里过不去这道坎，我能过去，我就做服务业。你过不去，你就不适合做服务业。我是提醒以为某些专业高大上的人，他的本质，尤其是从业初期阶段要了解后在选择。非要恶意解读的，看了我的言论伤心了的，我向您们道歉。,2023-12-09 13:38,0
403,大家都是为了生活而努力的服务业！ ,2023-12-09 13:38,0
405,没错，本文科生现在当老师了伺候学生  家长和领导地位和古代的奴婢没啥区别谁都能骂几句,2023-12-09 13:38,0
